class,redshift,alpha,delta,u,g,r,i,z,u_g,u_r,u_i,u_z,g_r,g_i,g_z,r_i,r_z,i_z,mean_mag,mag_std,mag_span,redshift_bin
STAR,-0.0007003857,174.458441576639,58.1474581496025,21.34863,20.17766,20.22355,20.34383,20.45227,1.1709700000000005,1.1250800000000005,1.0047999999999995,0.8963600000000014,-0.045889999999999986,-0.16617000000000104,-0.27460999999999913,-0.12028000000000105,-0.22871999999999915,-0.1084399999999981,20.509188,0.4813381555829541,1.1709700000000005,very_low
GALAXY,0.3778375,47.6791682838013,0.234840016581758,21.13371,20.47561,19.58792,19.29443,18.94408,0.658100000000001,1.5457900000000002,1.8392800000000022,2.189630000000001,0.8876899999999992,1.1811800000000012,1.53153,0.293490000000002,0.6438400000000009,0.35034999999999883,19.88715,0.8986703541065549,2.189630000000001,low
GALAXY,0.08689483,202.662598081587,37.3478629284512,19.16797,18.09708,17.57878,17.19349,17.11027,1.0708900000000021,1.589190000000002,1.9744799999999998,2.0577000000000005,0.5183,0.9035899999999977,0.9868099999999984,0.3852899999999977,0.4685099999999984,0.08322000000000074,17.829518,0.8437656705329982,2.0577000000000005,low
GALAXY,0.4273494,179.315426185866,-1.6516739934938,23.30674,21.95588,20.32065,19.55433,19.17378,1.3508600000000008,2.986090000000001,3.752410000000001,4.132960000000001,1.63523,2.4015500000000003,2.7821,0.7663200000000003,1.1468699999999998,0.3805499999999995,20.862275999999998,1.7339603629350935,4.132960000000001,high
GALAXY,0.1069631,134.058416839322,13.0679641746197,19.31479,17.95396,17.34859,17.01508,16.85576,1.36083,1.966199999999997,2.2997099999999975,2.4590299999999985,0.6053699999999971,0.9388799999999975,1.0981999999999985,0.3335100000000004,0.49283000000000143,0.15932000000000102,17.697636,0.9971659911118098,2.4590299999999985,low
GALAXY,0.3951214,196.717190894945,4.67470172756809,26.6268,20.70889,18.98894,18.30103,17.78766,5.917909999999999,7.63786,8.325769999999999,8.83914,1.7199500000000008,2.4078599999999994,2.9212300000000013,0.6879099999999987,1.2012800000000006,0.5133700000000019,20.482664,3.6074703826823025,8.83914,low
GALAXY,0.4890158,171.690948789134,-2.0671213217731,22.55281,22.10555,20.35003,19.38436,19.00164,0.44726,2.2027800000000006,3.16845,3.5511700000000026,1.7555200000000006,2.72119,3.1039100000000026,0.9656699999999994,1.348390000000002,0.3827200000000026,20.678878,1.5924869940034057,3.5511700000000026,high
GALAXY,0.7433739,196.682690599039,46.5685104003027,22.04508,22.46159,20.69919,19.29484,18.67621,-0.4165100000000024,1.3458899999999971,2.750239999999998,3.3688699999999976,1.7623999999999995,3.1667500000000004,3.78538,1.4043500000000009,2.0229800000000004,0.6186299999999996,20.635382,1.6554276902571126,3.78538,very_high
GALAXY,0.4814719,30.4827561173684,-2.36446963044997,25.02313,22.20548,20.5568,19.75428,19.22743,2.817649999999997,4.466329999999999,5.268849999999997,5.7957,1.6486800000000024,2.4512,2.978050000000003,0.8025199999999977,1.3293700000000008,0.5268500000000031,21.353424,2.340110220252456,5.7957,high
GALAXY,0.6985629,137.218882813623,20.8988794499585,24.67591,22.51104,20.75304,19.29102,18.60482,2.164869999999997,3.9228699999999996,5.384889999999999,6.071089999999998,1.7580000000000027,3.2200200000000017,3.906220000000001,1.462019999999999,2.1482199999999985,0.6861999999999995,21.167166,2.4685179240953463,6.071089999999998,high
GALAXY,0.601388,7.37800670407731,-7.47103357545948,23.4831,21.6623,20.55955,19.53803,18.91759,1.820800000000002,2.9235499999999988,3.945070000000001,4.56551,1.1027499999999968,2.124269999999999,2.7447099999999978,1.0215200000000024,1.641960000000001,0.6204399999999985,20.832113999999997,1.811855557606621,4.56551,high
GALAXY,0.5212468,14.0862682380607,0.221907863925826,24.5417,22.72814,20.67533,19.73433,19.34419,1.813559999999999,3.86637,4.807369999999999,5.197509999999998,2.052810000000001,2.99381,3.3839499999999987,0.940999999999999,1.3311399999999978,0.3901399999999988,21.404738000000002,2.188611455939587,5.197509999999998,high
GALAXY,0.05631462,317.95981478097,0.197284655439809,19.8954,18.06373,17.39082,17.08164,16.83085,1.831669999999999,2.504579999999997,2.8137599999999985,3.064549999999997,0.6729099999999981,0.9820899999999995,1.232879999999998,0.30918000000000134,0.5599699999999999,0.2507899999999985,17.852488,1.2317874011654761,3.064549999999997,very_low
QSO,1.896917,357.476307621298,21.30540211637,21.80957,21.32325,20.74133,20.2609,19.95145,0.4863199999999992,1.0682399999999994,1.5486700000000013,1.8581199999999995,0.5819200000000002,1.0623500000000021,1.3718000000000004,0.4804300000000019,0.7898800000000001,0.3094499999999982,20.8173,0.759215677327596,1.8581199999999995,very_high
QSO,2.307718,193.941378241338,65.6719408164652,21.85656,21.09774,21.17238,21.00737,21.23732,0.75882,0.6841800000000013,0.8491900000000001,0.6192400000000013,-0.07463999999999871,0.09037000000000006,-0.1395799999999987,0.16500999999999877,-0.06494,-0.22994999999999877,21.274274,0.33660324178474593,0.8491900000000001,very_high
GALAXY,0.3862907,249.892274436764,24.4965433278377,23.59375,20.88872,19.1701,18.40678,17.94656,2.7050300000000007,4.4236499999999985,5.186969999999999,5.647189999999998,1.7186199999999978,2.481939999999998,2.9421599999999977,0.7633200000000002,1.2235399999999998,0.46021999999999963,20.001182,2.299377911918786,5.647189999999998,low
GALAXY,0.5377271,253.255101766058,27.3546549107264,22.84091,22.57516,20.91916,19.85554,19.27015,0.2657500000000006,1.9217499999999994,2.9853699999999996,3.57076,1.6559999999999988,2.719619999999999,3.3050099999999993,1.0636200000000002,1.6490100000000005,0.5853900000000003,21.092184000000003,1.5918773526971226,3.57076,high
QSO,1.257712,150.658936531435,45.9278831819145,20.56074,20.7019,20.26639,20.33385,20.43323,-0.14115999999999929,0.2943499999999979,0.22688999999999737,0.1275100000000009,0.4355099999999972,0.36804999999999666,0.2686700000000002,-0.06746000000000052,-0.166839999999997,-0.09937999999999647,20.459222,0.17519733065888748,0.4355099999999972,very_high
GALAXY,0.714193,163.127379269702,52.3827413986485,22.90605,24.6538,21.79878,20.60645,19.8858,-1.74775,1.1072699999999998,2.2996000000000016,3.0202500000000008,2.8550199999999997,4.047350000000002,4.768000000000001,1.1923300000000019,1.912980000000001,0.7206499999999991,21.970176000000002,1.8915236198974628,4.768000000000001,very_high
GALAXY,0.3124895,162.244147446594,5.56603160656734,22.4633,20.58087,18.95759,18.32494,17.90792,1.8824299999999994,3.5057100000000005,4.138359999999999,4.5553799999999995,1.6232800000000012,2.2559299999999993,2.67295,0.6326499999999982,1.049669999999999,0.41702000000000083,19.646924000000002,1.874245639992261,4.5553799999999995,low
QSO,1.581591,110.764229327221,41.8116032592021,20.84176,20.26773,20.23222,19.99649,20.30155,0.5740300000000005,0.6095399999999991,0.8452699999999993,0.5402100000000019,0.0355099999999986,0.2712399999999988,-0.03381999999999863,0.23573000000000022,-0.06932999999999723,-0.30505999999999744,20.327949999999998,0.31118888516462134,0.8452699999999993,very_high
GALAXY,0.4586065,229.157428855038,12.2552201045454,23.07599,21.65193,20.13363,19.3653,18.90032,1.4240600000000008,2.9423600000000008,3.7106899999999996,4.17567,1.5183,2.286629999999999,2.7516099999999994,0.7683299999999988,1.2333099999999995,0.4649800000000006,20.625434000000002,1.7222620251082585,4.17567,high
GALAXY,0.6600279,354.229242138406,0.778444079392256,24.15213,22.62304,20.91792,19.48718,19.11782,1.52909,3.234210000000001,4.664950000000001,5.034310000000001,1.7051200000000009,3.135860000000001,3.5052200000000013,1.4307400000000001,1.8001000000000005,0.36936000000000035,21.259617999999996,2.1255080498600805,5.034310000000001,high
QSO,0.6960714,25.8617995406631,0.87618132334956,22.9418,22.21128,21.81069,21.53728,21.73154,0.7305200000000021,1.1311099999999996,1.4045200000000015,1.2102600000000017,0.40058999999999756,0.6739999999999995,0.4797399999999996,0.27341000000000193,0.07915000000000205,-0.19425999999999988,22.046518,0.5574104643079464,1.4045200000000015,high
GALAXY,0.5374566,21.108475388337,18.7529519019634,23.39942,21.46384,19.9818,19.0149,18.5484,1.935579999999998,3.4176199999999994,4.384519999999998,4.851019999999998,1.4820400000000014,2.4489400000000003,2.9154400000000003,0.966899999999999,1.433399999999999,0.4664999999999999,20.481671999999996,1.9759010674930053,4.851019999999998,high
GALAXY,0.05874027,134.535472372442,4.68672563903029,18.47099,17.27507,16.76696,16.43623,16.25603,1.195920000000001,1.7040299999999995,2.034760000000002,2.2149600000000014,0.5081099999999985,0.8388400000000011,1.0190400000000004,0.33073000000000263,0.5109300000000019,0.18019999999999925,17.041055999999998,0.8883527909451295,2.2149600000000014,very_low
GALAXY,0.05599208,155.205464215171,38.372204111033,20.14252,18.35246,17.50306,17.11698,16.85976,1.7900600000000004,2.6394599999999997,3.0255399999999995,3.2827599999999997,0.8493999999999993,1.235479999999999,1.4926999999999992,0.38607999999999976,0.6433,0.2572200000000002,17.994956000000002,1.326773693393112,3.2827599999999997,very_low
QSO,1.559321,131.422934256707,55.0428829979044,25.01962,27.07267,22.96223,21.07444,19.93656,-2.053049999999999,2.057389999999998,3.9451800000000006,5.08306,4.110439999999997,5.9982299999999995,7.136109999999999,1.8877900000000025,3.0256700000000016,1.1378799999999991,23.213103999999998,2.895354547344763,7.136109999999999,very_high
QSO,2.375493,178.010269118433,33.6865072132643,20.73787,19.89291,19.45806,19.32709,19.02626,0.8449600000000004,1.2798100000000012,1.4107800000000026,1.7116100000000003,0.43485000000000085,0.5658200000000022,0.8666499999999999,0.13097000000000136,0.4317999999999991,0.3008299999999977,19.688438,0.6643121301541924,1.7116100000000003,very_high
QSO,2.382993,228.698232819219,29.8014096328415,21.75712,21.01555,21.28184,21.13843,20.83912,0.7415699999999994,0.4752800000000015,0.6186900000000009,0.9179999999999993,-0.2662899999999979,-0.12287999999999855,0.17642999999999986,0.14340999999999937,0.4427199999999978,0.2993099999999984,21.206412,0.34818168859088466,0.9179999999999993,very_high
QSO,1.360478,2.51512466068856,-8.08878424698627,20.76855,20.08945,19.6297,19.55937,19.3212,0.6791000000000018,1.1388500000000015,1.20918,1.4473500000000001,0.45974999999999966,0.5300799999999981,0.7682499999999983,0.07032999999999845,0.30849999999999866,0.23817000000000021,19.873654000000002,0.5724727446175931,1.4473500000000001,very_high
GALAXY,0.2230323,242.300281046889,18.3473115596535,21.3472,19.45497,18.03146,17.48008,17.08757,1.8922300000000014,3.3157400000000017,3.86712,4.259630000000001,1.4235100000000003,1.9748899999999985,2.3674,0.5513799999999982,0.9438899999999997,0.39251000000000147,18.680256,1.7400272595652062,4.259630000000001,low
QSO,0.9649452,177.438485315902,50.8397800447174,20.89625,20.88383,20.6127,20.73345,20.49078,0.012419999999998765,0.2835499999999982,0.16279999999999717,0.40546999999999755,0.2711299999999994,0.1503799999999984,0.3930499999999988,-0.12075000000000102,0.12191999999999936,0.24267000000000039,20.723402,0.17470150563174816,0.40546999999999755,very_high
GALAXY,0.5129296,23.5597396147341,34.7699459688135,25.95542,22.33147,20.62162,19.66099,19.0554,3.6239500000000007,5.3338,6.294429999999998,6.900020000000001,1.7098499999999994,2.6704799999999977,3.2760700000000007,0.9606299999999983,1.5662200000000013,0.605590000000003,21.52498,2.7689604592608394,6.900020000000001,high
GALAXY,0.03223959,218.619612793702,-1.26614013373973,19.38766,18.26415,17.89372,17.64098,17.48124,1.1235099999999996,1.493940000000002,1.7466800000000013,1.9064200000000007,0.3704300000000025,0.6231700000000018,0.7829100000000011,0.2527399999999993,0.4124799999999986,0.15973999999999933,18.13355,0.7608383898700176,1.9064200000000007,very_low
GALAXY,0.5582796,161.266081608342,39.9282142955818,25.00687,22.54625,20.67524,19.63615,19.22067,2.4606199999999987,4.3316300000000005,5.370719999999999,5.786200000000001,1.8710100000000018,2.9101,3.325580000000002,1.039089999999998,1.4545700000000004,0.4154800000000023,21.417036,2.3826388869234885,5.786200000000001,high
STAR,0.0001359886,109.809224165011,42.101449422727,20.25752,19.32668,18.92007,18.77419,18.72772,0.9308399999999999,1.3374500000000005,1.4833299999999987,1.529799999999998,0.4066100000000006,0.5524899999999988,0.5989599999999982,0.14587999999999823,0.19234999999999758,0.046469999999999345,19.201236,0.635828611679279,1.529799999999998,very_low
GALAXY,0.1633189,180.556628334336,29.5104264167093,20.3527,18.248,17.07044,16.59426,16.25119,2.1046999999999976,3.2822599999999973,3.7584400000000002,4.1015099999999975,1.1775599999999997,1.6537400000000027,1.99681,0.47618000000000293,0.8192500000000003,0.3430699999999973,17.703318000000003,1.6624622854128144,4.1015099999999975,low
STAR,-0.0006187484,359.072739802467,26.51015313797,23.38699,21.44462,21.02896,21.086,20.54311,1.9423700000000004,2.3580299999999994,2.3009900000000023,2.843880000000002,0.41565999999999903,0.35862000000000194,0.9015100000000018,-0.05703999999999709,0.4858500000000028,0.5428899999999999,21.497936,1.1037085278414773,2.843880000000002,very_low
QSO,0.1991626,210.459358869505,31.9796425013764,21.05817,19.81893,18.77352,18.44571,18.17195,1.2392399999999988,2.284649999999999,2.6124600000000022,2.8862200000000016,1.0454100000000004,1.3732200000000034,1.6469800000000028,0.32781000000000304,0.6015700000000024,0.27375999999999934,19.253656,1.1862968282769712,2.8862200000000016,low
STAR,-0.0002840156,336.910998182659,70.0353079274892,18.94628,15.6087,14.05195,13.6872,12.87652,3.337580000000001,4.894330000000002,5.259080000000001,6.069760000000002,1.556750000000001,1.9215,2.7321800000000014,0.364749999999999,1.1754300000000004,0.8106800000000014,15.03413,2.401521767380009,6.069760000000002,very_low
STAR,-0.0001983594,128.379982775073,37.2186779349513,19.00486,19.00168,19.34604,19.61865,19.90534,0.0031800000000004047,-0.3411799999999978,-0.6137899999999981,-0.9004799999999982,-0.3443599999999982,-0.6169699999999985,-0.9036599999999986,-0.27261000000000024,-0.5593000000000004,-0.2866900000000001,19.375314,0.39301255346362585,0.9036599999999986,very_low
GALAXY,0.04485961,160.735969688007,38.659000312741,22.6293,21.1371,19.53207,18.78774,18.47667,1.4922000000000004,3.0972299999999997,3.841560000000001,4.152630000000002,1.6050299999999993,2.349360000000001,2.6604300000000016,0.7443300000000015,1.0554000000000023,0.31107000000000085,20.112576,1.7429798623707624,4.152630000000002,very_low
GALAXY,0.9220055,39.9475741393424,-0.508929725635576,24.39,22.73723,22.33194,21.63305,21.16761,1.6527700000000003,2.058060000000001,2.75695,3.2223900000000008,0.4052900000000008,1.1041799999999995,1.5696200000000005,0.6988899999999987,1.1643299999999996,0.46544000000000096,22.451966,1.242170612810495,3.2223900000000008,very_high
GALAXY,0.246092,146.377474152309,15.87525075026,20.08007,18.46663,17.23908,16.73468,16.38255,1.6134400000000007,2.840989999999998,3.3453899999999983,3.697520000000001,1.2275499999999973,1.7319499999999977,2.08408,0.5044000000000004,0.8565300000000029,0.3521300000000025,17.780602,1.508304992456764,3.697520000000001,low
GALAXY,0.6218205,254.623844264136,37.3768132962831,26.09639,23.31359,21.67806,20.39278,19.75079,2.782799999999998,4.418330000000001,5.703610000000001,6.345600000000001,1.6355300000000028,2.920810000000003,3.562800000000003,1.2852800000000002,1.92727,0.6419899999999998,22.246322,2.546973900429685,6.345600000000001,high
GALAXY,0.6439162,179.790546982545,35.53559041936,24.36056,24.17501,22.20072,20.87391,19.8911,0.18554999999999922,2.159839999999999,3.486650000000001,4.469459999999998,1.9742899999999999,3.3011000000000017,4.283909999999999,1.3268100000000018,2.309619999999999,0.9828099999999971,22.300259999999998,1.9753454186673274,4.469459999999998,high
QSO,2.002862,129.950007149015,47.1684012274039,21.00065,20.74435,20.63397,20.41122,20.27835,0.25629999999999953,0.3666799999999988,0.5894300000000001,0.7223000000000006,0.11037999999999926,0.3331300000000006,0.4660000000000011,0.22275000000000134,0.3556200000000018,0.1328700000000005,20.613708000000003,0.28313793920984903,0.7223000000000006,very_high
GALAXY,0.3195553,194.822855591119,46.2900205765014,22.43603,21.09734,20.41055,20.29902,19.79789,1.3386899999999997,2.025479999999998,2.13701,2.63814,0.6867899999999985,0.7983200000000004,1.2994500000000002,0.1115300000000019,0.6126600000000018,0.5011299999999999,20.808166,1.0212184552925,2.63814,low
STAR,-0.0001605783,18.7227677522549,7.75774608765453,18.47136,17.23499,16.79342,16.62224,16.53524,1.2363700000000009,1.6779399999999995,1.8491199999999992,1.936119999999999,0.4415699999999987,0.6127499999999984,0.6997499999999981,0.17117999999999967,0.2581799999999994,0.08699999999999974,17.13145,0.7961006231626749,1.936119999999999,very_low
GALAXY,0.6288519,169.956756960144,64.4445652149564,23.45566,22.37246,20.80178,19.54419,19.01237,1.0832000000000015,2.653880000000001,3.9114700000000013,4.443290000000001,1.5706799999999994,2.82827,3.3600899999999996,1.2575900000000004,1.7894100000000002,0.5318199999999997,21.037292,1.8719178642691567,4.443290000000001,high
GALAXY,0.3104162,216.204871390124,59.3978558076167,23.8318,20.30123,18.62563,18.04245,17.71466,3.530570000000001,5.20617,5.789350000000002,6.117140000000003,1.6755999999999993,2.2587800000000016,2.586570000000002,0.5831800000000023,0.9109700000000025,0.32779000000000025,19.703154,2.513787820666256,6.117140000000003,low
GALAXY,0.2861828,202.784311189891,22.1575842283596,22.19939,19.35622,17.75347,17.2168,16.87439,2.8431700000000006,4.445920000000001,4.982590000000002,5.325000000000003,1.6027500000000003,2.139420000000001,2.481830000000002,0.5366700000000009,0.8790800000000019,0.342410000000001,18.680054000000002,2.1853500291097543,5.325000000000003,low
GALAXY,0.06467853,131.216772702541,30.9516456201818,18.04,16.89182,16.37951,15.99953,15.78924,1.14818,1.6604899999999994,2.040469999999999,2.2507599999999996,0.5123099999999994,0.8922899999999991,1.1025799999999997,0.37997999999999976,0.5902700000000003,0.21029000000000053,16.62002,0.897672928883343,2.2507599999999996,low
GALAXY,1.211771,5.64650151784514,3.56257246131669,23.04084,22.26374,22.04945,21.24024,20.42934,0.7771000000000008,0.9913899999999991,1.8005999999999993,2.6114999999999995,0.21428999999999832,1.0234999999999985,1.8343999999999987,0.8092100000000002,1.6201100000000004,0.8109000000000002,21.804721999999998,1.0011109581959432,2.6114999999999995,very_high
GALAXY,0.3888013,222.791086754301,41.3519631992315,22.65819,20.60354,18.85939,18.19028,17.83518,2.0546500000000023,3.7988,4.46791,4.82301,1.7441499999999976,2.4132599999999975,2.7683599999999977,0.6691099999999999,1.02421,0.3551000000000002,19.629316,2.0003577649585584,4.82301,low
GALAXY,0.7584035,202.633508101484,56.4648397742885,22.69278,24.14878,21.58029,20.40088,19.61775,-1.4559999999999995,1.1124899999999975,2.2918999999999983,3.075029999999998,2.568489999999997,3.747899999999998,4.531029999999998,1.1794100000000007,1.9625400000000006,0.7831299999999999,21.688096,1.8041088805640297,4.531029999999998,very_high
QSO,1.551358,35.7194019507852,-4.28338458888022,22.25288,22.54397,22.11008,21.75332,22.0934,-0.2910900000000005,0.14280000000000115,0.49956000000000245,0.15948000000000206,0.43389000000000166,0.790650000000003,0.4505700000000026,0.3567600000000013,0.016680000000000916,-0.3400800000000004,22.150730000000003,0.2863329266780205,0.790650000000003,very_high
QSO,1.77277,238.205559953907,48.1475691072219,19.95552,19.56075,19.55416,19.29784,19.20785,0.3947700000000012,0.4013600000000004,0.6576799999999992,0.7476699999999994,0.006589999999999208,0.262909999999998,0.3528999999999982,0.25631999999999877,0.346309999999999,0.08999000000000024,19.515224,0.2911974311871583,0.7476699999999994,very_high
GALAXY,0.3650135,153.620347123618,42.560497885067,24.38523,21.88319,20.29229,19.70759,19.3481,2.502040000000001,4.092939999999999,4.67764,5.037130000000001,1.5908999999999978,2.1755999999999993,2.5350900000000003,0.5847000000000016,0.9441900000000025,0.359490000000001,21.12328,2.0654156724010786,5.037130000000001,low
GALAXY,0.07213278,121.863193797742,32.7302700719304,20.05276,18.33447,17.62856,17.22593,16.88189,1.7182899999999997,2.424199999999999,2.8268299999999975,3.1708700000000007,0.7059099999999994,1.1085399999999979,1.452580000000001,0.4026299999999985,0.7466700000000017,0.34404000000000323,18.024722,1.2559816800694186,3.1708700000000007,low
QSO,1.609688,197.390946922921,33.1154287213171,22.23054,21.72852,21.7937,21.60796,22.11865,0.5020200000000017,0.4368400000000001,0.6225800000000028,0.11189000000000249,-0.06518000000000157,0.12056000000000111,-0.3901299999999992,0.18574000000000268,-0.32494999999999763,-0.5106900000000003,21.895874,0.265975486050877,0.6225800000000028,very_high
GALAXY,0.1035793,16.1145272558174,12.6792597539685,19.35974,17.58404,16.58824,16.16215,15.81929,1.775699999999997,2.7714999999999996,3.197589999999998,3.540449999999998,0.9958000000000027,1.4218900000000012,1.7647500000000012,0.4260899999999985,0.7689499999999985,0.34285999999999994,17.102691999999998,1.4249879279383382,3.540449999999998,low
QSO,0.4589863,357.148694565425,26.4645231371828,19.52951,19.22614,19.24594,19.07644,18.87459,0.3033699999999975,0.28356999999999744,0.45306999999999675,0.6549199999999971,-0.01980000000000004,0.14969999999999928,0.3515499999999996,0.16949999999999932,0.3713499999999996,0.2018500000000003,19.190524000000003,0.24087361422538472,0.6549199999999971,high
STAR,-0.0008167512,324.917669076258,0.0977441734880455,21.32801,20.3613,20.04222,19.98708,20.307,0.9667099999999991,1.2857899999999987,1.3409300000000002,1.0210100000000004,0.3190799999999996,0.3742200000000011,0.05430000000000135,0.05514000000000152,-0.26477999999999824,-0.31991999999999976,20.405122,0.5407697131127074,1.3409300000000002,very_low
GALAXY,0.7343005,241.91988613655,48.7827593426767,21.96632,21.51418,20.91227,19.97434,19.53413,0.45214,1.0540500000000002,1.991979999999998,2.4321899999999985,0.6019100000000002,1.539839999999998,1.9800499999999985,0.9379299999999979,1.3781399999999984,0.44021000000000043,20.780248,1.0204350239824183,2.4321899999999985,very_high
GALAXY,1.053676,353.506422023427,-0.630716945991616,24.47408,23.31161,22.9569,22.54145,22.6776,1.162469999999999,1.5171799999999998,1.9326299999999996,1.796479999999999,0.35471000000000075,0.7701600000000006,0.63401,0.4154499999999999,0.2792999999999992,-0.13615000000000066,23.192328,0.7747789705909677,1.9326299999999996,very_high
STAR,-0.0008139431,254.605966294806,38.7805876954415,22.16304,20.94692,20.8066,20.74476,20.83111,1.21612,1.3564399999999992,1.4182799999999993,1.3319299999999998,0.1403199999999991,0.20215999999999923,0.11580999999999975,0.06184000000000012,-0.024509999999999366,-0.08634999999999948,21.098486,0.5995950543325052,1.4182799999999993,very_low
QSO,0.9876435,19.2157296761722,-5.17285148843371,21.57173,21.59413,21.21517,21.19238,20.98554,-0.022400000000001086,0.3565599999999982,0.37934999999999874,0.5861899999999984,0.3789599999999993,0.40174999999999983,0.6085899999999995,0.022790000000000532,0.22963000000000022,0.2068399999999997,21.31179,0.2633049155446965,0.6085899999999995,very_high
GALAXY,0.04389976,248.572011424104,-0.0700322170095476,17.43234,15.35686,14.37408,13.93301,13.58689,2.0754800000000007,3.0582600000000006,3.4993300000000005,3.8454499999999996,0.98278,1.4238499999999998,1.769969999999999,0.44106999999999985,0.787189999999999,0.3461199999999991,14.936635999999998,1.5452083460912318,3.8454499999999996,very_low
GALAXY,0.4957955,347.019560960473,27.9839651014928,24.12992,22.82203,21.18935,20.10042,19.42435,1.3078899999999969,2.9405699999999975,4.029499999999999,4.705569999999998,1.6326800000000006,2.721610000000002,3.397680000000001,1.0889300000000013,1.7650000000000006,0.6760699999999993,21.533214,1.9379355768265358,4.705569999999998,high
GALAXY,0.4697813,254.556062150506,27.7716536895872,23.61002,22.17645,20.39709,19.49254,19.04806,1.4335699999999996,3.21293,4.117479999999997,4.561959999999999,1.7793600000000005,2.6839099999999974,3.1283899999999996,0.9045499999999969,1.349029999999999,0.4444800000000022,20.944832,1.912264844698557,4.561959999999999,high
GALAXY,0.687852,25.2982591316445,4.80330205139362,21.30814,21.38299,20.65216,19.83451,19.6303,-0.07484999999999786,0.6559800000000031,1.47363,1.6778400000000033,0.730830000000001,1.5484799999999979,1.7526900000000012,0.8176499999999969,1.0218600000000002,0.20421000000000333,20.561619999999998,0.8118165084241639,1.7526900000000012,high
GALAXY,0.08416776,322.782983964317,4.45720348934511,22.25054,21.77002,21.79448,21.5816,21.57493,0.48052000000000206,0.4560600000000008,0.6689399999999992,0.6756100000000025,-0.02446000000000126,0.18841999999999715,0.19509000000000043,0.2128799999999984,0.2195500000000017,0.006670000000003284,21.794314000000004,0.27482220357896886,0.6756100000000025,low
